section_name,division_name,group_name,class_name,includes,excludes
real estate activities,real estate activities,real estate activities on a fee or contract basis,other real estate activities on a fee or contract basis,"activities of rent,collecting agencies , management of real estate, e.g. property management of real estate or dwellings in joint ownership (mostly done on a fee or contract basis) , activities of valuation of real estate, appraisal services , activities of real estate escrow agents ,advisory activities on a fee or contract basis, in connection to buying, selling and rental of real estate","legal activities, asset management activities as part of financial management consulting, facilities support services (combination of services such as general interior cleaning, maintenance and making minor repairs, trash disposal, guard and security"
"professional, scientific and technical activities",legal and accounting activities,legal activities,legal activities,"legal representation of one party's interest against another party, whether or not before courts or other judicial bodies by, or under supervision of, persons who are members of the bar:  advice and representation in civil cases  advice and representation in criminal cases  advice and representation in connection with labour disputes , general counselling and advising, preparation of legal documents:  articles of incorporation, partnership agreements or similar documents in connection with company  formation  patents and copyrights  preparation of deeds, wills, trusts etc. , other activities of notaries public, civil law notaries, bailiffs, arbitrators, examiners and referees; also: ,legal mediation activities , activities of appointed legal guardians, without provision of residential care","law court activities, social mediation"
"professional, scientific and technical activities",legal and accounting activities,"accounting, bookkeeping and auditing activities; tax consultancy","accounting, bookkeeping and auditing activities; tax consultancy","recording of commercial transactions from businesses or others , bookkeeping activities for financial accounting and payroll accounting etc. , preparation or auditing of financial accounts , examination of accounts and certification of their accuracy , preparation of tax returns for individuals or enterprises , accounting advisory activities and representation on behalf of clients before tax authorities or tax courts , duty and tax tariff calculation service activities; also: ,activities of invoicing services","provision of accounting software, data,processing and tabulation activities, management consultancy on accounting systems, budgetary control procedures, bill collection"
"professional, scientific and technical activities",activities of head offices; management consultancy activities,activities of head offices,activities of head offices,"the overseeing and managing of other units of the enterprise or enterprise group i.e. acting as head office; undertaking the strategic or organisational planning and decision making role of the company or enterprise; exercising operational control and managing the day,to,day operations of their related units. these activities are the same regardless of which activities the managed units perform (financing, manufacturing trade, etc. activities of: , centralised administrative offices , corporate offices , district and regional offices , subsidiary management offices","activities of holding companies, not engaged in head office activities"
"professional, scientific and technical activities",activities of head offices; management consultancy activities,business and other management consultancy activities,business and other management consultancy activities,"the provision of advice, guidance and operational assistance to businesses and other organizations on management issues, such as strategic and organizational planning; decision areas that are financial in nature; marketing objectives and policies; human resource policies, practices and planning; production scheduling and control planning. this provision of business services may include advice, guidance or operational assistance to businesses and the public service regarding: , lobbying activities , design of accounting methods or procedures, cost accounting programmes, budgetary control procedures , advice and help to businesses and public services in planning, organization, efficiency and control, management information etc. , occupational health and safety consulting, e.g identification and documentation of risks","design of computer software for accounting systems, legal advice and representation, accounting, bookkeeping and auditing activities, tax consulting, architectural, engineering and other technical advisory activities, advertising activities, market research and public opinion polling, executive placement or search consulting services, activities of casting agents, educational consulting activities"
"professional, scientific and technical activities",architectural and engineering activities; technical testing and analysis,"architectural and engineering, and related technical consultancy activities","architectural and engineering, and related technical consultancy activities","the provision of architectural services, engineering services, drafting services, building inspection services and surveying and mapping services and the like. , architectural consulting activities:  building design and drafting  town and city planning and landscape architecture , engineering design (i.e. applying physical laws and principles of engineering in the design of machines, materials, instruments, structures, processes and systems) and consulting activities for:  machinery, industrial processes and industrial plant  projects involving civil engineering, hydraulic engineering, traffic engineering  water management projects  projects elaboration and realization relative to electrical and electronic engineering, mining engineering, chemical engineering, mechanical, industrial and systems engineering, safety engineering  project management activities related to construction , elaboration of projects using air conditioning, refrigeration, sanitary and pollution control engineering, acoustical engineering etc. , geophysical, geologic and seismic surveying , geodetic surveying activities:  land and boundary surveying activities  hydrologic surveying activities  subsurface surveying activities  cartographic and spatial information activities","test drilling in connection with mining operations, publishing of associated software, development or associated software, activities of computer consultants, technical testing, research and development activities related to engineering, industrial design, interior decorating, aerial photography"
"professional, scientific and technical activities",architectural and engineering activities; technical testing and analysis,technical testing and analysis,technical testing and analysis,"performance of physical, chemical and other analytical testing of all types of materials and products, such as:  acoustics and vibration testing  testing of composition and purity of minerals etc.  testing activities in the field of food hygiene, including testing and control in relation to food production, e.g. testing of animals before slaughter  testing of physical characteristics and performance of materials, such as strength, thickness, durability, radioactivity etc.  qualification and reliability testing  performance testing of complete machinery: motors, automobiles, electronic equipment etc.  radiographic testing of welds and joints  failure analysis  testing and measuring of environmental indicators: air and water pollution etc.  testing the quality of fuels , certification of products, including consumer goods, motor vehicles, aircraft, pressurised containers, nuclear plants etc. , certification of consumer goods , periodic road,safety testing of motor vehicles , testing with use of models or mock,ups (e.g. of aircraft, ships, dams etc.) , operation of police or forensic laboratories , product origin and quality assessment activities; also: , inspections of air ducts, water and gas pipes, not associated with repair or installation","testing of animal specimens, for sanitary reasons and not associated with food production, diagnostic imaging, testing and analysis of medical and dental specimens, inspections of air ducts, water and gas pipes, associated with repair or installation, see section f , sampling and weighing as part of goods handling operations, penetration testing of computer systems, ethical hacking and cybersecurity, see division 62 , consulting activity carried out by companies or professionals in order to obtain a certification, dna sequencing for general research on biological processes, dna sequencing for ruling out or curing a specific disease"
"professional, scientific and technical activities",scientific research and development,research and experimental development on natural sciences and engineering,research and experimental development on natural sciences and engineering,"research and experimental development on natural sciences and engineering:  research and development on natural sciences  research and development on engineering and technology  research and development on medical, health and life, and veterinary sciences  research and development on biotechnology  research and development on agricultural, forestry and fisheries sciences  interdisciplinary research and development, predominantly on natural sciences and engineering; also: , dna sequencing for general research on biological processes",dna sequencing for ruling out or curing a specific disease
"professional, scientific and technical activities",scientific research and development,research and experimental development on social sciences and humanities,research and experimental development on social sciences and humanities,"research and development on social sciences (e.g., economics and business administration; psychology and cognitive sciences; education; sociology; law; political sciences; media and communication; etc.) , research and development on humanities and arts (e.g., history and archeology; literature and languages; philosophy; etc.) , interdisciplinary research and development, predominantly on social sciences and humanities; also: , research and development on socio,economic relations",market research
"professional, scientific and technical activities","activities of advertising, market research and public relations",advertising activities,advertising activities,"the creation of advertising campaigns and placement of such advertising in periodicals, newspapers, radio and television, on the internet, or other media as well as the design of display structures and sites. these advertising activities are often provided via advertising agencies and media representatives. , creation and realization of advertising campaigns:  creating and placing advertising in newspapers and periodicals, on radio and television, over the internet and in/or other media  creating and placing of outdoor advertising, e.g. billboards, panels, bulletins and frames, window dressing, showroom design, car and bus carding etc.  media representation, i.e. sale of time and space for various media soliciting advertising  aerial advertising  distribution or delivery of advertising material or samples  provision of advertising space on billboards etc.  creation of stands and other display structures and sites , conducting marketing campaigns and other advertising services aimed at attracting and retaining customers:  promotion of products  point,of,sale marketing  direct mail advertising  marketing consulting","publishing of advertising material, production of commercial messages for radio, television and film, public,relations activities, market research, graphic design activities, advertising photography, convention and trade show organizers, mailing services, advertising services used to fund predominant activity of the business which may be provided free of charge, see predominant activity"
"professional, scientific and technical activities","activities of advertising, market research and public relations",market research and public opinion polling activities,market research and public opinion polling activities,"conducting market research studies on the awareness, evaluation and use of goods and services, on product development and pricing, on the use of media and on the recall and impact of advertising , conducting studies of opinion research on the quality of life and lifestyles, on social participation and political participation, on party preference and voting behavior this class also includes scientific conducting of market and opinion research with a , qualitative and quantitative methodological orientation; , reactive and non,reactive survey procedures; , collection of research data through questioning, observation, measurement and counting; , face,to,face, postal, telephone and online interviews to collect research data","advertising, undertaking telephone interviews for market and opinion research surveys on a contract or fee basis"
"professional, scientific and technical activities","activities of advertising, market research and public relations",public relations activities,public relations activities,"the provision of advice, guidance and operational assistance, including lobbying activities, to businesses and other organisations on public relations and communication; also: , lobbying activities , activities of sale representatives, for promotion purposes","lobbying consultancy activities, advertising agencies and media representation services, market research and public opinion polling, design and consulting with respect to visual communication"
"professional, scientific and technical activities","other professional, scientific and technical activities",specialized design activities,specialized design activities,"fashion design related to textiles, wearing apparel, shoes, jewelry, furniture and other interior decoration and other fashion goods as well as other personal or household goods , industrial design, carried out also through specialised software, i.e. creating and developing designs and specifications that optimize the use, value and appearance of products, including the determination of the materials, construction, mechanism, shape, colour and surface finishes of the product, taking into consideration human characteristics and needs, safety, market appeal and efficiency in production, distribution, use and maintenance , activities of graphic designers , activities of interior decorators","design of computer,produced graphics for animations, design and programming of web pages, architectural design, engineering design, i.e. applying physical laws and principles of engineering in the design of machines, materials, instruments, structures, processes and systems, theatrical stage,set design"
"professional, scientific and technical activities","other professional, scientific and technical activities",photographic activities,photographic activities,"commercial and consumer photograph production:  portrait photography for passports, schools, weddings etc.  photography for commercials, publishers, fashion, real estate or tourism purposes  aerial and underwater photography  videotaping of events: weddings, meetings etc. , film processing:  developing, printing and enlarging from client,taken negatives or cine,films  film developing and photo printing laboratories  one hour photo shops (not part of camera stores)  mounting of slides  copying and restoring or transparency retouching in connection with photographs , activities of photojournalists , activity of artistic photographs; also: , microfilming of documents , object scanning in 3d , processing and converting a photo into digital format and uploading to the cloud","activities of printing photographs (from cellular phones, memory cards, usb and other electronic , supports), processing motion picture film related to the motion picture and television industries, cartographic and spatial information activities, photogrammetric surveying activities, operation of photo booths and photoautomats for printing photos from electronical records, e.g. from telephone, memory cards, flash drives"
"professional, scientific and technical activities","other professional, scientific and technical activities",translation and interpretation activities,translation and interpretation activities,"translation and interpretation of all languages, including sign language, whether spoken or written","development of translation tools and training translation engines, publishing translation software, language teaching activities"
"professional, scientific and technical activities","other professional, scientific and technical activities","other professional, scientific and technical activities n.e.c",patent brokering and marketing service activities,"brokering and marketing activities on patents; also: , management services for copyrights and their revenues , management services for rights to industrial property (patents, licences, trademarks, franchises etc.) , activities of collective rights management organisations","leasing of intellectual property and similar products, buying and selling patents and similar intellectual property rights on own account"
"professional, scientific and technical activities","other professional, scientific and technical activities","other professional, scientific and technical activities n.e.c","all other professional, scientific and technical activities n.e.c","a great variety of service activities generally delivered to commercial clients. it includes those activities for which more advanced professional, scientific and technical skill levels are required, but does not include ongoing, routine business functions that are generally of short duration. , business brokerage activities, i.e. arranging for the purchase and sale of small and medium,sized businesses, including professional practices, but not including real estate brokerage , appraisal activities other than for real estate and insurance (for antiques, jewellery, etc.) , bill auditing and freight rate information , weather forecasting activities , security consulting , consulting in the area of occupational safety at workplace , agronomy consulting services , environmental consulting activities , energy saving advice activities , other technical consulting , activities of consultants other than architecture, engineering and management consultants , activities of quantity surveyors , activities of construction economists; also: , activities carried out by agents and agencies on behalf of individuals usually involving the obtaining of engagements in motion picture, theatrical production or other entertainment or sports attractions and the placement of books, plays, artworks, photographs etc., with publishers, producers etc. , economic services for construction projects, e.g. by construction economists , supervisory board activities","activities of commission agents, commodity brokers and other wholesalers trading on the account of others without owning the intermediated goods at any time, intermediation service activities for retail sale, activities of real estate brokers, bookkeeping activities, activities of management consultants, activities of architecture and engineering consultants, activities of quantity surveyors, industrial and machinery design, veterinary testing and control in relation to food production, sales promotion service activities, see division 7330 , display of advertisement and other advertising design, creation of stands and other display structures and sites, activities of convention and trade show organisers, activities of independent auctioneers, administration of loyalty programmes, consumer credit and debt counselling, environmental engineering activities, patent brokerage activities, management of rights to industrial property, e.g. patents, licenses, trademarks, franchises etc., management of rights in intellectual property, e.g. copyrights, and their revenues, consultation of medical doctors"
"professional, scientific and technical activities",veterinary activities,veterinary activities,veterinary activities,"animal health care and control activities for farm animals , animal health care and control activities for pet animals , these activities are carried out in veterinary hospitals as well as when visiting farms, kennels or homes, in own consulting and surgery rooms or elsewhere; also: , activities of veterinary assistants or other auxiliary veterinary personnel , clinico,pathological and other diagnostic activities pertaining to animals , animal ambulance activities , animal chiropractor , animal dietician","farm animal boarding activities without health care, sheep shearing, herd testing, droving and agistment services, poultry caponising, activities related to artificial insemination, animal genetic testing activities, 7210 , testing and control of animals before slaughter in relation to food production, scientific research on animal genetics, pet animal boarding activities without health care"
administrative and support service activities,rental and leasing activities,rental and leasing of motor vehicles,rental and leasing of motor vehicles,"renting and operational leasing of the following types of vehicles:  passenger cars (without drivers)  trucks, motor caravans, utility trailers and recreational vehicles; this class also includes: , rental and operational leasing of an individual's own car without driver , rental and leasing of motorcycles",renting or leasing of vehicles or trucks with driver
administrative and support service activities,rental and leasing activities,rental and leasing of personal and household goods,rental and leasing of recreational and sports goods,"rental of recreational and sports equipment e.g.: , pleasure boats, canoes, sailboats and yachts without operator , bicycles, including bicycles with electrical assistance , beach chairs and umbrellas , skis , other sports equipment","rental of pleasure boats and sailing boats with crew, rental of video tapes and discs, rental of other personal and household goods, rental and leasing of water transport equipment for passengers or freight, e.g. boats, ships, hovercraft, without operator, rental of leisure and pleasure equipment as an integral part of recreational facilities"
administrative and support service activities,rental and leasing activities,rental and leasing of personal and household goods,rental and leasing of other personal and household goods,"rental of all kinds of household or personal goods, to households or industries (except recreational and sports equipment):  textiles, wearing apparel and footwear, e.g curtains, costumes, wedding dresses and shoes etc.  furniture, pottery and glass, kitchen and tableware, electrical appliances and house wares  jewellery, musical instruments, scenery and costumes  books, journals and magazines  machinery and equipment used by amateurs e.g. tools for home repairs  flowers and plants  electronic equipment for household use , rental of video games, video discs, records, etc. , rental of gazebos and tensile structures without additional services; this class also includes: , rental of event equipment, including tents","providing accommodation services in tents, see section i , rental of cars, motorcycles, trucks, trailers and recreational vehicles without driver, rental of recreational and sports goods, rental of office furniture, rental of non,motorised caravans, rental of tents for events, independent online gaming/video game sites, provision of online games by the publisher (not only one,time purchases, but also subscriptions as well as in,game purchases and in,app purchases), provision of combined rental and care services including washing and cleaning of textiles, e.g. linen, work uniforms and related items"
administrative and support service activities,rental and leasing activities,"rental and leasing of other machinery, equipment and tangible goods","rental and leasing of other machinery, equipment and tangible goods","renting and operational leasing, without operator, of other machinery and equipment that are generally used as capital goods by industries:  engines and turbines  machine tools  mining and oilfield equipment  professional radio, television and communication equipment  motion picture production equipment  measuring and controlling equipment  other scientific, commercial and industrial machinery  renting and operational leasing of land,transport equipment other than motor vehicles and motorcycleswithout drivers, such as railroad vehicles  , renting and operational leasing of water,transport equipment without operator:  commercial boats and ships , renting and operational leasing of air transport equipment without operator:  airplanes  hot,air balloons , renting and operational leasing of agricultural and forestry machinery and equipment without operator:  renting of products produced by class 2821, such as agricultural tractors etc. , renting and operational leasing of construction and civil,engineering machinery and equipment without operator:  crane lorries  scaffolds and work platforms, without erection and dismantling , renting and operational leasing of office machinery and equipment without operator:  computers and computer peripheral equipment  duplicating machines, typewriters and word,processing machines  accounting machinery and equipment: cash registers, electronic calculators etc.  office furniture; this class also includes: , renting of accommodation or office containers , renting of containers , renting of pallets , renting of animals (e.g. herds, race horses","renting of agricultural and forestry machinery or equipment with operator, renting of construction and civil engineering machinery or equipment with operator, see division 43 , renting of water,transport equipment with operator, see division 50 , renting of air,transport equipment with operator, see division 51 , financial leasing, renting of pleasure boats, renting of bicycles"
administrative and support service activities,rental and leasing activities,"leasing of intellectual property and similar products, except copyrighted works","leasing of intellectual property and similar products, except copyrighted works","the activities of allowing others to use intellectual property products and similar products for which a royalty payment or licensing fee is paid to the owner of the product (i.e. the asset holder). the leasing of these products can take various forms, such as permission for reproduction, use in subsequent processes or products, operating businesses under a franchise etc. the current owners may or may not have created these products. , leasing of intellectual property products (except copyrighted works, such as books or software) , receiving royalties or licensing fees for the use of:  patented entities  trademarks or service marks  brand names  mineral exploration and evaluation  franchise agreements  internet domains  rights of designed or developed board games; this class also includes: , receiving royalties or licensing fees for scientific research results","acquisition of rights and publishing, see divisions 58 and 59 , producing, reproducing and distributing copyrighted works (books, software, film), see divisions 58 and 59 , streaming of content, such as software and books, by content publishers, see division 58 , audio book streaming activities not associated with its publishing, leasing of real estate, leasing of tangible products (assets"
administrative and support service activities,rental and leasing activities,"intermediation service activities for rental and leasing of tangible goods and non,financial intangible assets","intermediation service activities for rental and leasing of cars, motorhomes and trailers","the intermediation of the rental and leasing of cars, motorhomes and trailers, by bringing clients and service providers together for a fee or commission, without the intermediary providing the rental and leasing services that are intermediated. these intermediation activities can be carried out on digital platforms or through non,digital channels (face,to,face including door,to,door, phone, mail, etc.). the fee or commission can be received from either the client or the provider of the rental and leasing service. revenue for the intermediation activities can include other sources of income, such as revenues from advertising; this class also includes: , reservation services for car rentals","rental and leasing of cars, motorhomes and trailers, intermediation service activities for passenger transportation"
administrative and support service activities,rental and leasing activities,"intermediation service activities for rental and leasing of tangible goods and non,financial intangible assets","intermediation service activities for rental and leasing of other tangible goods and non,financial intangible assets","the intermediation of the rental and leasing of other tangible goods and non,financial intangible assets, by bringing clients and service providers together for a fee or commission, without the intermediary providing the rental and leasing services that are intermediated. these intermediation activities can be carried out on digital platforms or through non,digital channels (face,to,face including door,to,door, phone, mail, etc.). the fee or commission can be received from either the client or the provider of the rental and leasing service. revenue for the intermediation activities can include other sources of income, such as revenues from advertising. , providing intermediation between households that offer their goods for rental and households renting the goods, e.g. lawn movers, ladders, bicycles","units that have ownership of the tangible goods and/or non,financial intangible asserts ultimately rented and leased. & 773 , rental and leasing of personal and household goods and other equipment and tangible goods"
administrative and support service activities,employment activities,activities of employment placement agencies,activities of employment placement agencies,"listing employment vacancies and referring or placing applicants for employment, where the individuals referred or placed are not employees of the employment agencies. , personnel search, selection referral and placement activities, including executive placement and search activities , activities of casting agencies and bureaus, e.g. theatrical casting and model agencies , activities of on,line employment placement agencies; this class also includes: , activities of talent scouts","activities of invoicing service, activities of personal theatrical or artistic agents or agencies, activities of agencies providing babysitters and au,pairs for households"
administrative and support service activities,employment activities,temporary employment agency activities and other human resource provisions,temporary employment agency activities and other human resource provisions,"the activities of supplying workers to clients' businesses for specific periods of time to temporarily replace or supplement the working force of the client. in that employment arrangement, the temporary employment agency or human resource providers are the employers of the individual workers provided. however, the clients are responsible for the supervision of temporary personnel. the activities are providing human resources for client businesses. the units classified here represent the employer of record for the employees on matters relating to payroll, taxes, and other fiscal and human resource issues, but they are not responsible for direction and supervision of employees. the units classified here perform a wide range of human resource and personnel management duties associated with this provision",activities of invoicing service
administrative and support service activities,"travel agency, tour operator, and other travel related activities",travel agency and tour operator activities,travel agency activities,"activities of agencies, primarily engaged in selling packaged tours and cruises to the general public or to commercial clients:  reservation services for pre,packaged tours, domestic and international  reservation services for custom packaged tours for groups, domestic or international , intermediation activities in concluding contracts for provision of tourist services from tour operators; this class also includes: , intermediation of packaged travel services in the destination","intermediation service activities for passenger transportation only, intermediation service activities for accommodation only, selling of travel boxes: form of distribution of a service linked to travel, but a deferred service, which can be of any nature: hotels, restaurants, care, leisure activities, etc.), activities of factual and legal actions related to the conclusion of contracts for provision of tourist services, at the request of the customer, see division 69"
administrative and support service activities,"travel agency, tour operator, and other travel related activities",travel agency and tour operator activities,tour operator activities,"arranging, assembling, and marketing of packaged tours:  pre,packaged tours, domestic and international  custom packaged tours for groups, domestic or international tour operators are engaged in the operation of tour packages that are sold by travel agencies, including arranging and assembling different services in the packaged tour. the tour operators might be employed or contracted by a travel agency, or they might operate as independent tour operators that involve the following services:  transportation  accommodation  food  visits to museums, historical or cultural sites, theatrical, musical or sporting events, etc",sale of packaged tours
administrative and support service activities,"travel agency, tour operator, and other travel related activities",other travel related activities,other travel related activities,"visitor assistance services:  provision of travel information to visitors  activities of independent tourist guides , tourism promotion activities","the activities of travel agencies and tour operators, organisation and management of events such as meetings, conventions and conferences including transport, accommodation, ticketing if managed by the organiser itself, ticket reservation and sales activities for theatrical, sports and other amusement and entertainment events, fee,based reservation activities for passenger transportation, time,share exchange services, fee,based reservation activities for food services, fee,based reservation activities for accommodation"
administrative and support service activities,investigation and security activities,investigation and security activities,investigation and private security activities,"investigation services in the private, commercial, insurance and legal field , guard, patrol or security services , support services to cash collection and deposit services , secure shredding and data destruction services , armoured car services; this class also includes: , guard and security service activities, e.g. for shops, trauma centres luggage and passenger inspection at airports, railway stations and other similar places , activities of security personnel for events, concerts, fairs and exhibitions","risk analysis, security advice and consulting, concierge, reception and doormen safety services, security, including cyber security training, remote surveillance activities, public order and safety activities"
administrative and support service activities,investigation and security activities,investigation and security activities,security activities n.e.c,"the provision of one or more of the following services: security system services as part of security service centres or alarm receiving centres (arc); remote monitoring and video surveillance systems services, and, only if provided in connection with later monitoring and remote monitoring services, installation, repair and maintenance of electronic security systems; this class also includes: , security consultants activities , activities in an emergency call and service center or alarm receiving centre (arc) , monitoring and remote monitoring of electronic security systems such as burglar alarms, video surveillance systems and fire alarms , monitoring and remote monitoring of mechanical or electronic locking devices, safes and vaults , installation and maintenance of electronic security systems, such as burglar or theft alarms, video surveillance systems and fire alarms, if provided in connection with later monitoring and remote monitoring services , installation, repair, modification and adaptation of mechanical or electronic locking devices, electronic security systems, safes and vaults, if provided in connection with later monitoring and remote monitoring services","installation of security systems, e.g. burglar, surveillance systems and fire alarms, without later monitoring and remote monitoring services, retail sale of electrical security alarm systems, mechanical or electronic locking devices, safes and security vaults, without monitoring, installation or maintenance services, public order and safety activities, e.g. policing, providing key duplication services, cyber security consulting activities"
administrative and support service activities,services to buildings and landscape activities,combined facilities support activities,combined facilities support activities,"the provision of a combination of support services within clients facilities. these services include general interior cleaning, maintenance, trash disposal, doormen and surveillance services, mail routing, reception, laundry and related services to support operations within facilities. these support activities are performed by operating staff, which is not involved with or responsible for the core business or activities of the client","provision of only one of the support services (e.g. general interior cleaning services) or addressing only a single function (e.g. heating), see the appropriate class according to the service provided , provision of management and operating staff for the complete operation of a client's establishment, such as a hotel, restaurant, mine, or hospital, see the class of the unit operated , provision of on site management and operation of a client's computer systems and/or data processing facilities, management of real estate, e.g. property management of real estate or dwellings in joint ownership, guard and security service activities, operation of correctional facilities on a contract or fee basis"
administrative and support service activities,services to buildings and landscape activities,cleaning activities,general cleaning of buildings,"general (non,specialised) cleaning of all types of buildings, such as:  offices  private dwellings, e.g. houses or apartments  factories  shops  institutions , general (non,specialised) cleaning of other business and professional premises and multiunit residential buildings these general cleaning activities are mostly interior cleaning although they may include the cleaning of associated exterior areas such as windows or passageways","specialised cleaning activities, e.g. cleaning of windows, chimneys, fireplaces, boilers, exhaust units"
administrative and support service activities,services to buildings and landscape activities,cleaning activities,other cleaning activities,"exterior cleaning of buildings of all types, including offices, factories, shops, institutions and other business and professional premises and multiunit residential buildings , specialized cleaning activities for buildings such as window cleaning, chimney cleaning and cleaning of fireplaces, stoves, furnaces, incinerators, boilers, ventilation ducts and exhaust units , swimming pool cleaning and maintenance services , cleaning of industrial machinery , bottle cleaning , cleaning of trains, buses, planes, etc. , cleaning of the inside of road and sea tankers , disinfecting and exterminating activities , street sweeping and snow and ice removal , other building and industrial cleaning activities, n.e.c. , cleaning of new buildings immediately after construction , steam cleaning, sand blasting and similar activities for building exteriors","agriculture pest control, cleaning of sewers and drains, automobile cleaning, car wash"
administrative and support service activities,services to buildings and landscape activities,landscape service activities,landscape service activities,"planting, care and maintenance of:  parks and gardens for:  private and public housing  public and semi,public buildings (schools, hospitals, administrative buildings, church buildings etc.)  municipal grounds (parks, green areas, cemeteries etc.)  highway greenery (roads, train lines and tramlines, waterways, ports)  industrial and commercial buildings , planting, care and maintenance of greenery for:  buildings (roof gardens, faade greenery, indoor gardens etc.)  sports grounds (football fields, golf courses etc.), play grounds, lawns for sunbathing and other recreational parks  stationary and flowing water (basins, alternating wet areas, ponds, swimming pools, ditches, watercourses, plant sewage systems) , planting of vegetation for protection against noise, wind, erosion, visibility , protection and restoring landscape, e.g. for parks, gardens , ecological engineering works for the purpose of ecological preservation of sites; this class also includes: , activities relating to amenity tree care and arboriculturerestoration of natural environments, e.g. plant engineering, renaturation of ecosystems etc. , erosion control activities in mountain environments, spawning grounds, and river banks , creation and relocation of species habitats, e.g. nesting boxes, shelters, hibernacula , prevention, control and response activities against the introduction and spread of invasive species in fauna or flora , environmental management, e.g. performing protection and maintenance measures for dunes, moors, wetlands or other sensitive areas, eco,grazing etc","protection or restoration activities of agricultural and forest land, see divisions 01 and 02 , commercial growing and planting for commercial growing of plants, trees, see divisions 01 and 02 , tree nurseries and forest tree nurseries, keeping the land in good environmental condition for agricultural use, restoration of marine ecosystems, construction activities for landscaping purposes, see section f , landscape design and architecture activities, operation of national parks, nature reserves etc., include conservation and maintenance"
administrative and support service activities,"office administrative, office support and other business support activities",office administrative and support activities,office administrative and support activities,"the provision of a combination of day,to,day office administrative services, such as reception, financial planning, billing and record keeping, personnel and mail services etc. for others on a contract or fee basis , document preparation, e.g. editing, proofreading, typing, word processing etc., and pre,archiving , other secretarial support services , transcription of documents , letter or resume writing , provision of a mailbox rental and other postal and mailing services, e.g. pre,sorting, addressing , duplicating , blueprinting , operation of photocopying machines for photocopying as a self,service , digitalisation of files (without any further processing of data) , formatting of ebooks","printing of documents (offset printing, quick printing, digital printing, photocopying, etc.), pre,press services, storage of paper files, courier services, data processing and digitalisation of files associated with further processing of data, storage of data files, rental of non,equipped offices, co,working places and fully equipped offices , activities of shared service centres (ssc) with strategic and managerial activities / centralised activities, developing and organising mail advertising campaigns, renting of containers to be used as offices, public stenography services and specialised stenotype services such as court reporting, archiving of all kinds of documents (in paper or electronic forms"
administrative and support service activities,"office administrative, office support and other business support activities",activities of call centres,activities of call centres,"the activities of: , inbound call centres, including answering calls from clients by using human operators, automatic call distribution, computer telephone integration, interactive voice response systems or similar methods to receive orders, provide product information, dealing with customer requests for assistance or address customer complaints , outbound call centres using similar methods to market goods or services to potential customers, conducting telephone interviews for market and opinion research surveys on a contract or fee basis , web contact centres; this class also includes: , centres dealing with customer requests for assistance or address customer complaints through other communication channels","market research and public opinion polling and statistical analysis thereof, activities of brokers and agents for electric power and natural gas, intermediation service activities for specialised construction services, intermediation service activities for retail sale, intermediation service activities for freight and passenger transportation, intermediation service activities for postal and courier activities, intermediation service activities for accommodation, intermediation service activities for food and beverage services activities, intermediation service activities for telecommunications activities, financial and insurance intermediation service activities, see section l (e.g., 6622 activities of insurance agents and brokers) , intermediation service activities for real estate activities, patent brokering (marketing) service activities, intermediation service activities for rental and leasing of tangible goods and non,financial intangible assets, intermediation service activities for business support activities (except financial intermediation) n.e.c., intermediation service activities for courses and tutors, intermediation service activities for medical, dental and other health services, intermediation service activities for residential care activities, intermediation service activities for repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles, intermediation service activities for other personal services"
