section_name,division_name,group_name,class_name,includes,excludes
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities","growing of non,perennial crops","growing of cereals (except rice), leguminous crops and oil seeds","all forms of growing of cereals, leguminous crops and oil seeds in open fields, for obtaining crops or for seed production. the growing of these crops is often combined within agricultural units. , growing of cereals such as:  wheat  grain maize  sorghum  barley  rye  oats  millets pseudocereals, fruits or seeds , used as cereals, such as  quinoa  amaranth  chia , growing of leguminous crops such as:  beans  broad beans  chick peas  cow peas  lentils  lupines  peas  pigeon peas , growing of oil seeds such as:  soya beans  groundnuts  castor bean  linseed  mustard seed  niger seed  rapeseed  safflower seed  sesame seed  sunflower seed","growing of rice, growing of sweet corn, growing of maize, lupines, kale for fodder, growing of oleaginous fruits"
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities","growing of non,perennial crops",growing of rice,growing of rice,
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities","growing of non,perennial crops","growing of vegetables and melons, roots and tubers","growing of leafy or stem vegetables, such as:  artichokes  asparagus  cabbages  cauliflower and broccoli  lettuce and chicory  spinach , growing of fruit bearing vegetables,such as:  cucumbers and gherkins  eggplants (aubergines)  tomatoes  melons , growing of root, bulb or tuberous vegetables, such as.:  carrots  turnips  garlic  onions (incl. shallots)  leeks and other alliaceous vegetables , growing of mushrooms and truffles , growing of vegetable seeds, including sugar beet seeds, excluding other beet seeds , growing of sugar beet , growing of chillies, peppers (capsicum spp.) , growing of roots and tubers, such as:  potatoes  sweet potatoes  cassava  yams; also: growing of sweet corn","spices and aromatic crops, . , growing of mushroom spawn"
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities","growing of non,perennial crops",growing of sugar cane,growing of sugar cane,growing of sugar beet
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities","growing of non,perennial crops",growing of tobacco,growing of unmanufactured tobacco,manufacture of tobacco products
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities","growing of non,perennial crops",growing of fibre crops,"growing of fiber crops such as: , growing of cotton , growing of jute, kenaf and other textile bast fibres , growing of flax and hemp , growing of sisal and other textile fibre of the genus agave , growing of abaca, ramie and other vegetable textile fibres",
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities","growing of non,perennial crops","growing of other non,perennial crops","the growing of all other non,perennial crops, e.g: , growing of swedes, mangolds, roots, clover, alfalfa, sainfoin, maize, lupines, other grasses, kale for fodder and similar crops forage products , growing of beet seeds and seeds of forage plants , growing of flowers , production of cut flowers and flower buds , growing of flower seeds","growing of non,perennial spices, aromatic, drug and pharmaceutical crops, growing of sugar beet seeds"
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities",growing of perennial crops,growing of grapes,"growing of grapes for consumption or the production of wine, juice, vinegar and other dried fruit, e.g. raisins, zante currants and sultanas","manufacture of wine, processing and preserving of grapes"
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities",growing of perennial crops,growing of tropical and subtropical fruits,growing of tropical and subtropical fruits such as:  avocados  bananas and plantains  dates  figs  mangoes  papayas  pineapples,
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities",growing of perennial crops,growing of citrus fruits,"growing of citrus fruits such as:  grapefruit and pomelo  lemons and limes  oranges  tangerines, mandarins and clementines",
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities",growing of perennial crops,growing of pome fruits and stone fruits,growing of pome fruits and stone fruits such as:  apples  apricots  cherries and sour cherries  peaches and nectarines  pears and quinces  plums and sloes,
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities",growing of perennial crops,growing of other tree and bush fruits and nuts,"growing of berries such as:  blueberries  currants  gooseberries  kiwi fruit  raspberries  strawberries , growing of fruit seeds , growing of edible nuts such as:  almonds  cashew nuts  chestnuts  hazelnuts  pistachios  walnuts , growing of other tree and bush fruits such as:  locust beans",growing of coconuts
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities",growing of perennial crops,growing of oleaginous fruits,growing of oleaginous fruits such as:  coconuts  olives  oil palms,"growing of soya beans, groundnuts and other oil seeds"
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities",growing of perennial crops,growing of beverage crops,growing of beverage crops:  coffee  tea  mat  cocoa,growing of grapes  growing of hops
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities",growing of perennial crops,"growing of spices, aromatic, drug and pharmaceutical crops","growing of perennial and non,perennial spices and aromatic crops:  pepper (piper spp.)  nutmeg, mace and cardamoms  anise, badian and fennel  cinnamon (canella)  cloves  ginger  vanilla  hops  caraway , growing of drug and narcotic crops; also: sun drying of spices, aromatic, medicinal and pharmaceutical plants, if carried out by the same unit that grows them","sun drying of spices, aromatic, medicinal and pharmaceutical plants if carried out by a different unit"
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities",growing of perennial crops,growing of other perennial crops,"growing of rubber trees for harvesting of latex , growing of christmas trees , growing of trees for extraction of sap , growing of vegetable materials of a kind used primarily for plaiting , growing of short rotation coppice as energy crop, e.g. poplar and willowincludes also","growing of flowers, production of cut flower buds and growing of flower seeds, gathering of tree sap or rubber,like gums in the wild"
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities",plant propagation,plant propagation,"the production of all vegetative planting materials including cuttings, suckers and seedlings for direct plant propagation or to create plant grafting stock into which selected scion is grafted for eventual planting to produce crops. , growing of plants for planting , growing of plants for ornamental purposes, including turf for transplanting , growing of live plants for bulbs, tubers and roots; cuttings and slips; mushroom spawn , operation of tree nurseries, except forest tree nurseries","growing of plants for the purpose of seed production, operation of forest tree nurseries"
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities",animal production,raising of cattle and buffaloes,"raising and breeding of cattle and buffaloes for meat , production of bovine semen",processing of milk
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities",animal production,raising of horses and other equines,"raising and breeding of horses, asses, mules or hinnies",operation of horse stables for racing and riding for sport
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities",animal production,raising of camels and camelids,raising and breeding of camels (dromedary) and camelids,
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities",animal production,raising of sheep and goats,"raising and breeding of sheep and goats , production of raw sheep or goat milk , production of raw wool","sheep shearing on a fee or contract basis, production of pulled wool, processing of milk"
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities",animal production,raising of swine and pigs,raising and breeding of swine and pigs,
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities",animal production,raising of poultry,"raising and breeding of poultry:  chickens, turkeys, ducks, geese, quails and guinea fowls , production of eggs from poultry , operation of poultry hatcheries; also: , raising and breeding of quails , production of quail eggs",production of feathers or down
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities",animal production,raising of other animals,"raising and breeding of semi,domesticated or other live animals:  ostriches and emus and other birds that are not poultry  insects  rabbits and other fur animals  reindeer , production of fur skins, skins of birds and reptiles from land farms , operation of worm farms, land mollusc farms, snail farms etc. , raising of silk worms, production of silk worm cocoons , bee,keeping, bee propagation for sale, and production of e.g. honey, beeswax, propolis, honeycomb , raising and breeding of pet animals (except fish):  cats and dogs  pet birds, e.g. parakeets  hamsters","raising and breeding of poultry, production of hides and skins originating from hunting and trapping, operation of frog farms, crocodile farms, marine worm farms, operation of fish farms, boarding and training of pet animals, raising of live ornamental fish, operation of animal shelters for abandoned (pet) animals"
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities",mixed farming,mixed farming,"the combined production of crops and animals without a specialised production of crops or animals. the size of the overall farming operation is not a determining factor. if, for example, either production of crops or animals in a given unit is 66% or more of standard output, the combined activity should not be included here, but allocated to crop or animal farming","mixed crop farming, mixed animal farming"
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities","support activities to agriculture and post,harvest crop activities",support activities for crop production,"crop production activities on a fee or contract basis:  preparation of fields  establishing a crop  treatment of crops  crop spraying, including by air  trimming of fruit trees and vines  transplanting of rice, thinning of beets  harvesting  pest control (including rabbits) in connection with agriculture , operation of agricultural irrigation equipment; this class also includes: , provision of agricultural machinery with operators and crew , maintenance of own or leased land keeping it in good condition, without agricultural production","post,harvest crop activities, drainage of agricultural land, landscape architecture, activities of agronomists and agricultural economists, landscape gardening, planting, organisation of agricultural shows and fairs"
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities","support activities to agriculture and post,harvest crop activities",support activities for animal production,"animal production activities on a fee or contract basis:  activities to promote propagation, growth and output of animals  herd testing services, droving services, agistment services, poultry caponising, coop cleaning etc.  activities related to artificial insemination  stud services  sheep shearing  farm animal boarding and care automated egg hatching for poultry; this class also includes: , activities of farriers","provision of space for animal boarding only, agricultural research activities, veterinary activities, vaccination of animals, rental of animals (e.g. herds), pet boarding"
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities","support activities to agriculture and post,harvest crop activities","post,harvest crop activities","post,harvest crop activities on a fee or contract basis: , preparation of crops for primary markets, e.g. cleaning, trimming, grading, disinfecting , cotton ginning , preparation of tobacco leaves, e.g. sun drying , preparation of cocoa beans, e.g. peeling , waxing of fruit , drying of fruit, vegetable, herbs, spices, medicinal herbs and tobacco under natural conditions , sorting, cleaning and cutting of medicinal herbs , grain drying , retting of plants bearing vegetable textile fibers (jute, flax, coir etc.) not associated with the growing of vegetable textile fibers , artificial ripening of fruits as a service, e.g. banana ripening","preparation of agricultural products by the producer, see corresponding class in groups 011, 012 or 013 , post,harvest activities aimed at improving the propagation quality of seed, stemming and redrying of tobacco, marketing activities of commission merchants and cooperative associations, see division 46 , wholesale of agricultural raw materials, growing of seeds, processing of seeds to obtain oil, research to develop or modify new forms of seeds"
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities","support activities to agriculture and post,harvest crop activities",seed processing for propagation,"seed,processing activities on fee or contract basis, aimed at improving the propagation quality of seed through the removal of non,seed materials, undersized, mechanically or insect,damaged and immature seeds as well as removing the seed moisture to a safe level for seed storage. this activity includes the drying, cleaning, grading and treating of seeds until they are marketed. the treatment of genetically modified seeds is included here","preparation of agricultural products by the producer, see corresponding class in groups 011, 012 or 013 , stemming and redrying of tobacco, marketing activities of commission merchants and cooperative associations, see division 46 , wholesale of agricultural raw materials, growing of seeds, processing of seeds to obtain oil, research to develop or modify new forms of seeds"
"agriculture, forestry and fishing","crop and animal production, hunting and related service activities","hunting, trapping and related service activities","hunting, trapping and related service activities","hunting and trapping on a commercial basis , taking of wild animals (dead or alive) for food, fur, skin, for animal population control or for use in research, in zoos or as pets , production of fur skins, reptile or bird skins from hunting or trapping activities , catching of frogs and toads in the wild , collecting of snails in the wild; this class also includes: , land,based catching of sea mammals such as walrus and seal , hunting of foxes, minks and wolves to protect livestock , hunting for animal population control","production of fur skins, skins of birds and reptiles from land farms, raising of game animals on ranching operations, pest control (including rabbits) in connection with agriculture, catching of whales, production of hides and skins originating from slaughterhouses, hunting for sport or recreation and related service activities, service activities to promote hunting and trapping"
"agriculture, forestry and fishing",forestry and logging,silviculture and other forestry activities,silviculture and other forestry activities,"growing of standing timber: planting, replanting, transplanting, thinning and conserving of forests and timber tracts , growing of coppice, pulpwood and fire wood , operation of forest tree nurseries these activities can be carried out in natural, semi,natural or planted forests","growing of christmas trees, operation of tree nurseries, except for forest trees, gathering of mushrooms and other wild growing non,wood forest products, production of wood chips and particles not associated with forestry activities, production of wood fire logs not associated with forestry activities, activities relating to amenity tree care and arboriculture"
"agriculture, forestry and fishing",forestry and logging,logging,logging,"production of roundwood for forest,based manufacturing industries , production of roundwood used in an unprocessed form such as pit,props, fence posts and utility poles; this class also includes: , gathering and production of forest harvesting residues, e.g. brushwood, stumps, wood chips from logging and other forest waste for energy , production of charcoal in the forest (using traditional methods","growing of christmas trees, harvesting of short rotation coppice as energy crop, e.g. poplar and willow, on a fee or contract basis, growing of standing timber: planting, replanting, transplanting, thinning and conserving of forests and timber tracts, gathering of wild growing non,wood forest products, production of wood chips and particles not associated with forestry activities, production of charcoal through distillation of wood"
"agriculture, forestry and fishing",forestry and logging,"gathering of non,wood forest products","gathering of non,wood forest products","gathering of wild growing materials, e.g.:  mushrooms, truffles  berries  nuts  balata and other rubber,like gums  cork  lac and resins  balsams  acorns, horse chestnuts  mosses and lichens  vegetable hair/eelgrass; also: , harvesting wild herbs and associated natural drying","managed production of any of these products (except growing of cork trees), see division 01 , growing of mushrooms or truffles, growing of berries or nuts, gathering of fire wood"
"agriculture, forestry and fishing",forestry and logging,support services to forestry,support services to forestry,"carrying out part of the forestry operation on a fee or contract basis. , forestry service activities:  forestry inventories  forest management consulting services  timber evaluation  forest fire prevention  forest pest control , logging service activities:  transport of logs within the forest","operation of forest tree nurseries, draining of forestry land, clearing of building sites"
"agriculture, forestry and fishing",fishing and aquaculture,fishing,marine fishing,"fishing on a commercial basis in ocean and coastal waters , taking of marine crustaceans and molluscs , whale catching , taking of marine aquatic animals, e.g.: turtles, sea squirts, tunicates, sea urchins; this class also includes: , gathering of other marine organisms and materials: natural pearls, sponges, coral , seaweed and algae","capturing of marine mammals apart from whales, e.g. seals and walruses, processing of whales on factory ships, processing of fish, crustaceans and molluscs on factory ships or in factories ashore, rental of pleasure boats with crew for sea and coastal water transport (e.g. for fishing cruises), fishing inspection, protection and patrol services, fishing practiced for sport or recreation and related services, operation of sport fishing preserves"
"agriculture, forestry and fishing",fishing and aquaculture,fishing,freshwater fishing,"fishing on a commercial basis in inland waters , taking of freshwater crustaceans and molluscs , taking of freshwater aquatic animals; this class also includes: , gathering of freshwater materials",
"agriculture, forestry and fishing",fishing and aquaculture,aquaculture,marine aquaculture,"fish farming in sea water including farming of marine ornamental fish , production of bivalve spat (oyster mussel etc.), lobsterlings, shrimp post,larvae, fish fry and fingerlings , growing of seaweeds and algae , culture of crustaceans, bivalves, other molluscs and other aquatic animals in sea water; this class also includes: , aquaculture activities in brackish waters , land,based aquaculture activities in salt water filled tanks and reservoirs , operation of marine fish hatcheries and marine worm farms , marine microalgae cultivation","frog farming, operation of sport fishing preserves"
"agriculture, forestry and fishing",fishing and aquaculture,aquaculture,freshwater aquaculture,"fish farming in freshwater including farming of freshwater ornamental fish , culture of freshwater crustaceans, bivalves, other molluscs and other aquatic animals , operation of fish hatcheries (freshwater) , farming of frogs; this class also includes: , freshwater microalgae cultivation","aquaculture activities in salt water filled tanks and reservoirs, operation of sport fishing preserves"
"agriculture, forestry and fishing",fishing and aquaculture,support activities for fishing and aquaculture,support activities for fishing and aquaculture,"service activities incidental to marine or freshwater fishery or aquaculture; also: , activities of preserving of fish from fishing or aquaculture, before sale , protection from predators , fisheries control (fish guard","processing of fish and aquaculture products on factory ships or in factories ashore, processing of fish, crustaceans and molluscs, distribution of fisheries and aquaculture products, or 52 , fishing practiced for sport or recreation and related services, operation of sport fishing preserves"
mining and quarrying,mining of coal and lignite,mining of hard coal,mining of hard coal,"mining of hard coal: underground or surface mining, including mining through liquefaction methods , cleaning, sizing, grading, pulverising, compressing etc. of coal to classify, improve quality or facilitate transport or storage; this class also includes: , recovery of hard coal from culm banks","lignite mining, peat digging, support activities for hard coal mining, test drilling for coal mining, coke ovens producing solid fuels, manufacture of hard coal briquettes, ovoids and similar solid hard coal fuels , work performed to develop or prepare properties for coal mining"
mining and quarrying,mining of coal and lignite,mining of lignite,mining of lignite,"mining of lignite (brown coal): underground or surface mining, including mining through liquefaction methods , washing, dehydrating, pulverising, compressing of lignite to improve quality or facilitate transport or storage","hard coal mining, peat digging, support activities for lignite mining, test drilling for coal mining, manufacture of lignite fuel briquettes, ovoids and similar solid hard coal fuels , work performed to develop or prepare properties for lignite mining"
mining and quarrying,extraction of crude petroleum and natural gas,extraction of crude petroleum,extraction of crude petroleum,"extraction of crude petroleum oils; this class also includes: , extraction of bituminous or oil shale and tar sand , production of crude petroleum from bituminous shale and sand , processes to obtain crude oils e.g.: decantation, desalting, dehydration, stabilisation","support activities for oil and natural gas extraction, oil and gas exploration, manufacture of refined petroleum products, recovery of liquefied petroleum gases in the refining of petroleum, operation of pipelines, extraction of condensates or natural gas liquids"
mining and quarrying,extraction of crude petroleum and natural gas,extraction of natural gas,extraction of natural gas,"production of crude gaseous hydrocarbon (natural gas) , extraction of natural gas liquids from field facilities , draining and separation of liquid hydrocarbon fractions , gas desulphurisation , extraction of coal mine methane; this class also includes: , mining of hydrocarbon liquids, obtained through liquefaction or pyrolysis , extraction of coal seam gas","support activities for oil and natural gas extraction, oil and gas exploration, production of natural gas liquids from crude petroleum (crude oil), and recovery of liquefied petroleum gases in the refining of petroleum, manufacture of industrial gases, operation of pipelines"
mining and quarrying,mining of metal ores,mining of iron ores,mining of iron ores,"mining of ores valued chiefly for iron content , beneficiation and agglomeration of iron ores","extraction and preparation of pyrites and pyrrhotite (except roasting), services of ore agglomeration and concentration on behalf of third parties"
mining and quarrying,mining of metal ores,"mining of non,ferrous metal ores",mining of uranium and thorium ores,"mining of ores chiefly valued for uranium and thorium content: pitchblende etc. , concentration of such ores , manufacture of yellowcake","enrichment of uranium and thorium ores, production of uranium metal from pitchblende or other ores, smelting and refining of uranium"
mining and quarrying,mining of metal ores,"mining of non,ferrous metal ores","mining of other non,ferrous metal ores","mining and preparation of ores chiefly valued for non,ferrous metal content:  aluminium (bauxite), copper, lead, lithium (spodumene), zinc, tin, manganese, chrome, nickel, cobalt, molybdenum, tantalum, vanadium etc.  precious metals: gold, silver, platinum","mining and preparation of uranium and thorium ores, extraction of salt from sea water, brine, and other saline waters, production of aluminium oxide, production of mattes of copper or of nickel"
mining and quarrying,other mining and quarrying,"quarrying of stone, sand and clay","quarrying of stone, sand and clay","quarrying, rough trimming and sawing of monumental and building stone such as marble, granite, sandstone etc. , quarrying, crushing and breaking of limestone , mining of gypsum and anhydrite , mining of chalk and uncalcined dolomite , production of granules, chippings and powder of extracted stones, whether heat,treated or not , extraction and dredging of industrial sand, sand for construction and gravel , breaking and crushing of stone and gravel , quarrying of sand , mining of clays, refractory clays and kaolin","mining of bituminous sand, mining of chemical and fertilizer minerals, production of calcined dolomite, cutting, shaping and finishing of stone outside quarries"
mining and quarrying,other mining and quarrying,mining and quarrying n.e.c,mining of chemical and fertilizer minerals,"mining of natural phosphates and natural potassium salts , mining of native sulphur , extraction and preparation of pyrites and pyrrhotite, except roasting , mining of natural barium sulphate and carbonate (barytes and witherite), natural borates, natural magnesium sulphates (kieserite) , mining of earth colours, fluorspar and other minerals valued chiefly as a source of chemicals; this class also includes: , guano mining , mining of medicinal mud","extraction of salt, roasting of iron pyrites, manufacture of synthetic fertilisers and nitrogen compounds"
mining and quarrying,other mining and quarrying,mining and quarrying n.e.c,extraction of peat,"peat digging , preparation of peat to improve quality or facilitate transport or storage","service activities incidental to peat mining, manufacture of peat briquettes, manufacture of potting soil mixtures, of e.g. of peat, natural soil, sands, clays, fertiliser minerals, manufacture of articles of peat"
mining and quarrying,other mining and quarrying,mining and quarrying n.e.c,extraction of salt,"extraction of table salt from underground including by dissolving and pumping , table salt production by evaporation of sea water or other saline waters , crushing, purification and refining of table salt by the producer","processing of salt into food,grade table salt, e.g. iodised salt, potable water production by evaporation of saline water"
mining and quarrying,other mining and quarrying,mining and quarrying n.e.c,other mining and quarrying n.e.c,"mining and quarrying of various minerals and materials:  abrasive materials, asbestos, siliceous fossil meals, natural graphite, steatite (talc), feldspar etc.  natural asphalt, asphaltites and asphaltic rock; natural solid bitumen  gemstones, quartz, mica etc. , extraction of various minerals and materials (such as lithium) from brine, except table salt",
mining and quarrying,mining support service activities,support activities for petroleum and natural gas extraction,support activities for petroleum and natural gas extraction,"oil and gas extraction service activities provided on a fee or contract basis:  exploration services in connection with petroleum or gas extraction, e.g. traditional prospecting methods, such as making geological observations at prospective sites  directional drilling and redrilling; ""spudding in""; derrick erection in situ, repairing and dismantling; cementing oil and gas well casings; pumping of wells; plugging and abandoning wells etc.  liquefaction and regasification of natural gas for purpose of transport, done at the mine site  draining and pumping services, on a fee or contract basis  test drilling in connection with petroleum or gas extraction; this class also includes: , oil and gas field fire fighting services","service activities performed by operators of oil or gas fields, specialised repair and maintenance of drilling and extraction machinery and equipment, specialised offshore installation, repair and maintenance of equipment that forms an integral part of floating platforms, liquefaction and regasification of natural gas for purpose of transport, done off the mine site, geophysical surveying services, on a contract or fee basis"
mining and quarrying,mining support service activities,support activities for other mining and quarrying,support activities for other mining and quarrying,"support services on a fee or contract basis, required for mining activities of divisions 05, 07 and 08  exploration services by using traditional prospecting methods, e.g. taking core samples and making geological observations at prospective sites  draining and pumping services, on a fee or contract basis  test drilling and test hole boring , services of ore agglomeration and concentration on behalf of third parties , securing mine shafts and tunnels , demolition and dismantling of underground mining facilities","operating mines or quarries on a contract or fee basis, see division 05, 07 or 08 , specialised repair of mining machinery, geophysical surveying services, on a contract or fee basis"
manufacturing,manufacture of food products,processing and preserving of meat,processing and preserving of meat,"operation of slaughterhouses engaged in killing, dressing or packing meat: beef, pork, poultry, lamb, rabbit, mutton, camel, etc. , production of fresh, chilled or frozen meat, in carcasses , production of fresh, chilled or frozen meat, in cuts , production of fresh, chilled or frozen meat, in individual portions , production of dried, salted or smoked meat , production of meat products: * sausages, salami, puddings, ""andouillettes"", saveloys, bolognas, pts, rillettes, boiled ham this class also includes: , slaughtering and processing of whales on land or on specialized vessels , production of hides and skins originating from slaughterhouses, including fellmongery , rendering of lard and other edible fats of animal origin , processing of animal offal , production of pulled wool , production of feathers and down","manufacture of prepared frozen meat and poultry dishes, manufacture of soup containing meat, wholesale trade of meat, packaging of meat"
manufacturing,manufacture of food products,"processing and preserving of fish, crustaceans and molluscs","processing and preserving of fish, crustaceans and molluscs","preparation and preservation of fish, crustaceans and molluscs: e.g. freezing, deep,freezing, drying, cooking, smoking, salting, immersing in brine, canning etc. , production of fish, crustacean and mollusc products: fish fillets, roes, caviar, caviar substitutes etc. , production of fishmeal for human consumption or animal feed , production of meals and solubles from fish and other aquatic animals unfit for human consumption; this class also includes: , activities of factory vessels not engaged in fishing and only in the processing and preserving of fish , processing of seaweed , removing fish heads, gutting and cutting fish into pieces, and then freezing","processing and preserving of fish on vessels engaged in fishing, processing of whales on land or specialised vessels, production of oils and fats of fish and marine mammals, manufacture of prepared frozen fish dishes, manufacture of fish soups"
manufacturing,manufacture of food products,processing and preserving of fruit and vegetables,processing and preserving of fruit and vegetables,"manufacture of food consisting chiefly of fruit or vegetables, except ready,made dishes in frozen or canned form , preserving of fruit, nuts or vegetables: freezing, drying, immersing in oil or in vinegar, canning, etc. , manufacture of fruit or vegetable food products , manufacture of fruit or vegetable juices , manufacture of jams, marmalades and table jellies , processing and preserving of potatoes: * manufacture of prepared frozen potatoes * manufacture of dehydrated mashed potatoes * manufacture of potato snacks * manufacture of potato crisps * manufacture of potato flour and meal , roasting of nuts , manufacture of nut foods and pastes; this class also includes: , production of concentrates from fresh fruits and vegetables , manufacture of perishable prepared foods of fruit and vegetables, such as: * salads * peeled or cut vegetables, including potatoes * tofu (bean curd","manufacture of flour or meal of dried leguminous vegetables, preservation of fruit and nuts in sugar, manufacture of prepared vegetable dishes, manufacture of artificial concentrates, manufacture of fruit drinks"
manufacturing,manufacture of food products,manufacture of vegetable and animal oils and fats,manufacture of vegetable and animal oils and fats,"the manufacture of crude and refined oils and fats from vegetable or animal materials, except rendering or refining of lard and other edible animal fats. , manufacture of crude vegetable oils: olive oil, soya,bean oil, groundnut oil, palm oil, sunflower,seed oil, cotton,seed oil, rape, colza or mustard oil, linseed oil etc. , manufacture of non,defatted flour or meal of oilseeds, oil nuts or oil kernels , manufacture of refined vegetable oils: olive oil, soya,bean oil etc. , processing of vegetable oils: blowing, boiling, dehydration, hydrogenation etc. , manufacture of margarine , manufacture of melanges and similar spreads , manufacture of compound cooking fats this class also includes: , manufacture of non,edible animal oils and fats , extraction of fish and marine mammal oils , production of cotton linters, oilcakes and other residual products of oil production","rendering and refining of lard and other edible animal fats, wet corn milling, production of essential oils, treatment of oil and fats by chemical processes"
manufacturing,manufacture of food products,manufacture of dairy products,manufacture of dairy products,"manufacture of fresh liquid milk, pasteurized, sterilized, homogenized and/or ultra heat treated , manufacture of milk,based drinks , manufacture of cream from fresh liquid milk, pasteurized, sterilized, homogenized , manufacture of dried or concentrated milk whether or not sweetened , manufacture of milk or cream in solid form , manufacture of butter , manufacture of yoghurt , manufacture of cheese and curd , refining and aging of cheese , manufacture of whey , manufacture of casein or lactose , manufacture of ice cream; this class also includes: , manufacture of milk kefir , manufacture of edible ice (such as sorbet) and frozen dessert ices","production of raw milk (cattle), production of raw milk (camels, etc.), production of raw milk (sheep, goats, horses, asses, etc.), manufacture of non,dairy milk (e.g. plant based milk) and cheese substitutes, production of milk,based dietary drinks, production of dairy based infant formulae, , manufacture of fruit kefir and water kefir, activities of ice cream parlours"
manufacturing,manufacture of food products,"manufacture of grain mill products, starches and starch products",manufacture of grain mill products,"grain milling: production of flour, groats, meal or pellets of wheat, rye, oats, maize (corn) or other cereal grains , rice milling: production of husked, milled, polished, glazed, parboiled or converted rice; production of rice flour , vegetable milling: production of flour or meal of dried leguminous vegetables, of roots or tubers, or of edible nuts , manufacture of cereal breakfast foods , manufacture of flour mixes and prepared blended flour and dough for bread, cakes, biscuits or pancakes","preparation of crops for primary markets, e.g. cleaning, trimming, grading etc., manufacture of potato flour and meal, wet corn milling"
manufacturing,manufacture of food products,"manufacture of grain mill products, starches and starch products",manufacture of starches and starch products,"manufacture of starches from rice, potatoes, maize etc. , wet corn milling , manufacture of glucose, glucose syrup, maltose, inulin etc. , manufacture of gluten , manufacture of tapioca and tapioca substitutes prepared from starch , manufacture of corn oil","manufacture of lactose (milk sugar), production of cane or beet sugar"
manufacturing,manufacture of food products,manufacture of other food products,manufacture of bakery products,"the manufacture of fresh, frozen or dry bakery products. , manufacture of bread and rolls , manufacture of fresh pastry, cakes, pies, tarts etc. , manufacture of rusks, biscuits and other ""dry"" bakery products , manufacture of preserved pastry goods and cakes , manufacture of snack products (cookies, crackers, pretzels etc.), whether sweet or salted , manufacture of tortillas , manufacture of frozen bakery products: pancakes, waffles, rolls etc","manufacture of flour mixes and prepared blended flour and dough for bread, cakes, biscuits or pancakes, manufacture of farinaceous products (pastas), manufacture of potato snacks, heating up of bakery items for immediate consumption, see division 56"
manufacturing,manufacture of food products,manufacture of other food products,manufacture of sugar,"manufacture or refining of sugar (sucrose) and sugar substitutes from the juice of cane, beet, maple and palm , manufacture of sugar syrups , manufacture of molasses , production of maple syrup and sugar","manufacture of lactose and lactose syrup, manufacture of glucose, glucose syrup, maltose, gathering of maple syrup in the wild"
manufacturing,manufacture of food products,manufacture of other food products,"manufacture of cocoa, chocolate and sugar confectionery","manufacture of cocoa, cocoa butter, cocoa fat, cocoa oil , manufacture of chocolate and chocolate confectionery , manufacture of sugar confectionery: caramels, cachous, nougats, fondant, white chocolate , manufacture of chewing gum , preserving in sugar of fruit, nuts, fruit peels and other parts of plants , manufacture of confectionery lozenges and pastilles , manufacture of sugar free confectionery",manufacture of sucrose sugar
manufacturing,manufacture of food products,manufacture of other food products,"manufacture of macaroni, noodles, couscous and similar farinaceous products","manufacture of pastas such as macaroni and noodles, whether or not cooked or stuffed , manufacture of semolina (couscous","manufacture of prepared meals and dishes based on pasta and of couscous dishes, manufacture of soup containing pasta"
